ATCvet,Dosageform,Genericname,Legalstatus,Manufacturername,Packagetype,Productcontrol,Routeofadministration,Storageconditions,Strengthvalue,Targetanimals,Tradename,Type,Unitofstrength ,Unitofvolume,Volume,_id
QI01KA01,Suspension for injection,"Herpesvirus of Turkey (HVT), serotype 3, strain FC-126 as a vector for VP2 gene of infectious Bursal Disease virus (IBDV)",Prescription,Biomune Company,Ampoule,Uncontrolled,Subcutaneous,Store below 30°C,2980,Chickens,Vectormune HVT IBD,meat,(PFU)/ dose ,doses,4000,63283c50428ed1b232dbaa5f
QP51AH04,Granules to be used in animal feeds,Narasin,Prescription,"Eli Lilly and Company, Clinton Laboratories",Paper bags,Uncontrolled,Oral,Store below 25°C,100,Broiler chickens only,Monteban 100,,g/kg,kg,25,63283c50428ed1b232dbaa60
QP51AH54,Granules to be used in animal feeds,Narasin and  Nicarbazine,Prescription,"Eli Lilly and Company, Clinton Laboratories",Paper bags,Uncontrolled,Oral,Store below 25°C,"80 , 80",Broiler chickens only,Maxiban G160,,g/kg,kg,26,63283c50428ed1b232dbaa61
QP54AA05,Spot-on Solution,Selamectin,Prescription,Zoetis Inc.,Ampoule,Uncontrolled,Topical,Store below 30°C,6,"Dogs, cats",Revolution,,%,ml,0.25,63283c50428ed1b232dbaa62
QP54AA05,Spot-on Solution,Selamectin,Prescription,Zoetis Inc.,Ampoule,Uncontrolled,Topical,Store below 30°C,6,"Dogs, cats",Revolution,,%,ml,0.75,63283c50428ed1b232dbaa63
QJ01AA02,Powder for oral solution,Doxycycline ,Prescription,Biovet Joint Stock Company,Sachet,Uncontrolled,Oral,Store below 30°C,500,Chickens (broilers),HydroDoxx,meat,mg/g  ,kg,1,63283c50428ed1b232dbaa64
QI01AD16,Solution for injection,"""Bursal Disease Virus Bearing Fluids (Lukert Strain) Bronchitis Virus Bearing Fluids (M-41 Strain) Newcastle Disease Virus Bearing Fluids (Kimber Strain) """,Prescription,Zoetis Inc,Vial,Uncontrolled,"Intramuscular , Subcutaneous",Store in a refrigerator (2°C – 8°C),1000,Chickens,Provac 3,meat,Dose ,ml,500,63283c50428ed1b232dbaa65
QI01AA16,Solution for injection,"""Bursal Disease Virus Bearing Fluids (Lukert Strain) Bronchitis Virus Bearing Fluids (M-41 Strain) Reovirus Virus-Bearing Fluids (1733 Strain) Reovirus Virus-Bearing Fluids (2408 Strain) Newcastle Disease Virus Bearing Fluids (Kimber Strain) """,Prescription,Zoetis Inc,Vial,Uncontrolled,"Intramuscular , Subcutaneous",Store in a refrigerator (2°C – 8°C),1000,Chickens,Pro Vac 4 ,meat,Dose ,ml,500,63283c50428ed1b232dbaa66
QJ01AA02,Powder for oral solution,Doxycycline ,Prescription,Dopharma Research B.V. ,cylindrical container ,Uncontrolled,Oral,Store below 25°C,500,Cattle and Chickens,Doxylin 50 % WSP,meat,mg/g  ,kg,1,63283c50428ed1b232dbaa67
QI01AD01,Lyophilisate for suspension,Live Pneumovirus PL21 Strain,Prescription,Merial S.A.S,Vial,Uncontrolled,Oral,Store in a refrigerator (2°C – 8°C),log10 CCID50,Chickens,Nemovac,,dose,doses,1000,63283c50428ed1b232dbaa68
QI01AD01,Lyophilisate for suspension,Live Pneumovirus PL21 Strain,Prescription,Merial S.A.S,Vial,Uncontrolled,Oral,Store in a refrigerator (2°C – 8°C),log10 CCID50,Chickens,Nemovac,,dose,doses,5000,63283c50428ed1b232dbaa69
QI01AB03 ,Suspension for injection,"Mycoplasma Gallisepticum, strain TS-11",Prescription,Merial Inc,Vial,Uncontrolled,Ocular,Store and transport frozen,NLT 10ˆ7.9,Chickens,MG TS-11,Meat & Egg,Cu,ml,30,63283c50428ed1b232dbaa6a
QI01AA18,Emulsion for injection,"Newcastle Disease virus Ulster 2C Strain, Infectious Bronchitis virus Mass 41 strain, Egg Drop Syndrome virus (EDS76) V127 strain and Avian Rhinotracheitis virus (Swollen head syndrome) VC03 Strain",Prescription,Merial S.A.S,Bottle,Uncontrolled,Intramuscular,Store in a refrigerator (2°C – 8°C),"NLT 50  , NLT 18 , NLT 18  , NLT 60 ",Chickens (breeder and layer pullets),Gallimune 407 ND+IB+EDS+ART,,IU,doses,300,63283c50428ed1b232dbaa6b
QI01AA18,Emulsion for injection,"Newcastle Disease virus Ulster 2C Strain, Infectious Bronchitis virus Mass 41 strain, Egg Drop Syndrome virus (EDS76) V127 strain and Avian Rhinotracheitis virus (Swollen head syndrome) VC03 Strain",Prescription,Merial S.A.S,Box,Uncontrolled,Intramuscular,Store in a refrigerator (2°C – 8°C),"NLT 50  , NLT 18 , NLT 18  , NLT 60 ",Chickens (breeder and layer pullets),Gallimune 407 ND+IB+EDS+ART,,IU,doses,300,63283c50428ed1b232dbaa6c
QG02AD90,Solution for injection,Cloprostenol Sodium,Prescription,Laboratorios Syva S.A.U.,Vial,Uncontrolled,Intramuscular,Store below 30°C,0.075,Cattle (Cows),Luteosyl 0.075 mg/ml,(Meat + offal) and Milk,mg/ml,ml,2,63283c50428ed1b232dbaa6d
